event_slug,title,category,tags,end_date,days_to_end,start_date,num_markets,open_markets,volume_24h,volume_total,liquidity,open_interest,competitive,comment_count,sub_market_slugs,condition_ids,description,polymarket_url
2026-may-1st-2nd-3rd-hottest-on-record,"2026 May 1st, 2nd, 3rd hottest on record?",science,global-temp|weather|science,2026-06-10T00:00:00Z,20,2026-04-27T20:38:07.722614Z,4,4,3425.87,180597.38,20930.59,53824.66,0.894,0,will-may-2026-be-the-1st-hottest-on-record|will-may-2026-be-the-2nd-hottest-on-record|will-may-2026-be-the-3rd-hottest-on-record|will-may-2026-be-the-4th-or-lower-hottest-on-record,0x16d5d993ca1050f2b217b3a0698e7bfc22031db76c33a9f1cec80e71079ca8e1|0x0828dc65fa08e8995a310f68de96ff95af53cd1914df72ca01acdd7bac576571|0xf3e31fd9275a993240f60a34457219ea553d33f1917329aed4633ddc13ac692d|0x79af372a2fbae1a5f2f6cff6c8a4cfd90d1ab1278262b8a941f41ff509880e72,"This market will resolve based on the data for the Global Land-Ocean Temperature Index for May 2026 versus the data points available for all other Mays on record. Note: If May 2026 is tied for first, second, or third hottest with another year, it will qualify for the bracket it ties with. The primar",https://polymarket.com/event/2026-may-1st-2nd-3rd-hottest-on-record
may-2026-temperature-increase-c,May 2026 Temperature Increase (ºC),science,weather|global-temp|science,2026-06-10T00:00:00Z,20,2026-04-27T20:40:21.060019Z,6,6,1436.04,85845.85,20131.37,26231.45,1.000,0,will-global-temperature-increase-by-less-than-1pt10c-in-may-2026|will-global-temperature-increase-by-between-1pt10c-and-1pt14c-in-may-2026|will-global-temperature-increase-by-between-1pt15c-and-1pt19c-in-may-2026|will-global-temperature-increase-by-between-1pt20c-and-1pt24c-in-may-2026|will-global-temperature-increase-by-between-1pt25c-and-1pt29c-in-may-2026|will-global-temperature-increase-by-more-than-1pt29c-in-may-2026,0x92527d75831fd332928f57940e9b5d579c0c8752e63826a23195e152f34cdcdc|0x0a29ccbbe71b87570c2c3feae6be0c42963c15e26e4dd46ccb0aa4f9d269a1bd|0x8a058b72ba812fcfa928fd9ff7a35ab0ad03a3eb5afc14ca0dd01e59f76c35fc|0x5a3f3af566a68bcab1e2bc6574afeef5d7e5176f4d3ae92c39da9e0f1b17443d|0x7e47021f7c192faa366f5e0df714ce6b82d084d0097732aa7d1ae9774445aef3|0x556163092fdb495e7a02704f01691bbe6494d2dbf6e2341b07433d83f3953cb8,"This market will resolve according to the value reported by the Global Land-Ocean Temperature Index for May 2026 when it is released. An anomaly within a named bracket for May 2026 is necessary and sufficient to resolve this market immediately once the data becomes available, regardless of whether t",https://polymarket.com/event/may-2026-temperature-increase-c
measles-cases-in-us-in-2026,Measles cases in U.S. in 2026?,science,pandemics|science|measles|rewards-20-4-5-50|climate-science|weather,2026-12-31T00:00:00Z,224,2025-12-01T18:01:15.356897Z,9,7,1065.67,7675209.15,27737.01,68677.51,0.960,0,will-there-be-at-least-5000-measles-cases-in-the-us-in-2026-436-426|will-there-be-at-least-1000-measles-cases-in-the-us-in-2026|will-there-be-at-least-2000-measles-cases-in-the-us-in-2026|will-there-be-at-least-500-measles-cases-in-the-us-in-2026|will-there-be-at-least-10000-measles-cases-in-the-us-in-2026-418-668-617|will-there-be-at-least-7500-measles-cases-in-the-us-in-2026-287-181|will-there-be-at-least-12500-measles-cases-in-the-us-in-2026-512-499|will-there-be-at-least-3000-measles-cases-in-the-us-in-2026-346|will-there-be-at-least-4000-measles-cases-in-the-us-in-2026,0xd15f77a921a1c8f807ce2c53a5c24a60876ed383c429445cd7f380a5ec8fe9ea|0x6a63b6c1393460a556604578aacbab048016d3e421ae50839e6e2ceaa27c214d|0x78e9f8bc4b6659c3b10f446527c7f5c313156e12ebd9675956f19a79e3d7578f|0x10976c1e2418f7b6bac8bcb35c9f068521a81e902b77c0197981512f9fd74bcc|0x1d916047bbca1be9808076a0590c17ff113fb92986a4b4bc7f0f962642158827|0xfa3dc3876b9210267914d74d4686a2c71bec3bf37bc1dc059a70f3e3e41ca1a7|0xf84585b48f83e2630a7b5f60b6e43188f29f1d68206685aa3753db065e6bdc09|0xe815a6ed1772fcd0b2bd5b4bfbb3e095ac17937316e6afc510e8d97fa3edf3e5|0x15a76480d8b6c81b118804d613476cffada2bea80dcaef5cf449200c81bb58c7,"This market will resolve to ""Yes"" if there have been the specified amount or more confirmed cases of Measles (Rubeola) in humans in the territory of the United States of America in 2026 according to the CDC case counter between January 1, 2026, 12:00 AM ET and December 31, 2026, 11:59 PM ET. Otherwi",https://polymarket.com/event/measles-cases-in-us-in-2026
new-pandemic-in-2026,New pandemic in 2026?,science,world|science|pandemics|climate-science|hantavirus,2026-12-31T00:00:00Z,224,2025-12-01T21:41:18.23909Z,1,1,17483.55,462948.93,62006.97,139351.35,0.871,0,new-pandemic-in-2026,0xfaa433e162e020c56c522acb2f9f7215ce6e4e4391c4fb42beba14275c0a43fe,"This market will resolve to ""Yes"" if the World Health Organization (WHO) declares any disease a pandemic between January 1, 2026 and December 31, 2026 11:59 PM ET. Otherwise, this market will resolve to ""No"". The resolution source will be official announcements from the World Health Organization.",https://polymarket.com/event/new-pandemic-in-2026
how-many-spacex-starship-launches-reach-space-in-2026,How many SpaceX Starship launches reach space in 2026?,science,spacex|space|science|elon-musk|climate-science,2026-12-31T00:00:00Z,224,2025-12-12T00:45:49.529288Z,8,8,427.18,451678.37,21157.20,9371.00,1.000,0,will-less-than-5-spacex-starship-launches-successfully-reach-space-in-2026|will-11-12-spacex-starship-launches-successfully-reach-space-in-2026|will-5-6-spacex-starship-launches-successfully-reach-space-in-2026|will-13-14-spacex-starship-launches-successfully-reach-space-in-2026|will-7-8-spacex-starship-launches-successfully-reach-space-in-2026|will-15-16-spacex-starship-launches-successfully-reach-space-in-2026|will-9-10-spacex-starship-launches-successfully-reach-space-in-2026|will-more-than-16-spacex-starship-launches-successfully-reach-space-in-2026,0xacff734fd12b552ebab5edb2220cf23c19bda7728b3673a44b0c515a2c60c3d5|0x16ffe828264931ee812ab6ba10c018c5e263506e015b07c51faa49a6272dca87|0x1fc6ebc7c289f983c41bbbabcb8f89c40dd6e1775c3fef1d4db27345900918c2|0x77e5372080c917e45857e339ff82717efac40ad50cc0f2ea6ee30f5840fb3a0c|0xbab5a91f04f1ebe8fb3842b90e0b59c04b59a17f4b7ee67aeb6ad30cdba3fdae|0x4f14f6c2c59d7e37d47fb3d35c2b952b0f88f2a73bff7b520d8f6837eaa06950|0xed0620605dbb5d1d7097883e9de344f92a35a7d4091d7f8d6337c23b16104105|0x1ee868fd07056d7072c8b6f1381939347c1205d755f2e1da9456aa13c80839b1,"This market will resolve according to the number of SpaceX Starship launches successfully reaching an altitude of 62 miles above sea level between January 1, 2026, and December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"". A successful launch is defined as the Starship taking o",https://polymarket.com/event/how-many-spacex-starship-launches-reach-space-in-2026
natural-disaster-in-2026,Natural Disaster in 2026?,science,science|weather|space|parlays|hurricane|astroid|earthquake|nasa|natural-disaster|climate|natural-disasters|climate-science,2026-12-31T00:00:00Z,224,2025-12-31T19:17:44.360933Z,1,1,47.44,219193.37,1796.62,19258.09,0.946,7,natural-disaster-in-2026,0x6262a76b26dba92b7de48e49bc9c5dce0b1e3cbd4927ba02a2292e53ab32677b,"This market will resolve to “Yes” if any of the following conditions are met during 2026 ET: - A Category 5 hurricane makes landfall in the US - A major meteor strikes (10kt+) - A major volcano erupts (VEI ≥6) - An 8.5+ earthquake occurs Otherwise, this market will resolve to “No”. If required infor",https://polymarket.com/event/natural-disaster-in-2026
major-meteor-strike-10kt-in-2026,Major meteor strike (10kt+) in 2026?,science,climate-science|spacex|space|astroid|weather|science|nasa|natural-disaster,2026-12-31T00:00:00Z,224,2025-12-31T18:27:29.946308Z,1,1,17.93,154206.94,6184.38,32621.25,0.896,0,major-meteor-strike-10kt-in-2026,0xeb85e2b50d4d691325f8e906fff3ab156ad7d2b4086d7b5c19108d601969c628,"This market will resolve to ""Yes"" if a natural meteoroid (bolide) explodes in Earth's atmosphere with a total impact energy greater than or equal to 10 kilotons of TNT equivalent between January 1 and December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to “No”. The object must be cla",https://polymarket.com/event/major-meteor-strike-10kt-in-2026
5kt-meteor-strike-in-2026,5kt meteor strike in 2026?,science,climate-science|astroid|nasa|space|natural-disaster|spacex|science|weather,2026-12-31T00:00:00Z,224,2025-12-31T17:14:32.680594Z,1,1,6.12,300708.83,3011.49,16525.78,0.970,0,5kt-meteor-strike-in-2026,0x1c66ddebd71554a554cbdeeab22baf19898a1c6f8bd50302d7b54e47c4c91106,"This market will resolve to ""Yes"" if a natural meteoroid (bolide) explodes in Earth's atmosphere with a total impact energy greater than or equal to 5 kilotons of TNT equivalent between January 1 and December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to “No”. The object must be clas",https://polymarket.com/event/5kt-meteor-strike-in-2026
100kt-meteor-strike-in-2026,100kt meteor strike in 2026?,science,space|spacex|science|climate-science,2026-12-31T00:00:00Z,224,2026-01-02T20:46:13.944659Z,1,1,17.21,7400.00,2569.65,2470.25,0.870,4,100kt-meteor-strike-in-2026,0x4d7e157d5f88d4735371e8b68be5fd58e5f745c957d2ce63f855cb0f55519cb4,"This market will resolve to ""Yes"" if a natural meteoroid (bolide) explodes in Earth's atmosphere with a total impact energy greater than or equal to 100 kilotons of TNT equivalent between January 1 and December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to “No”. The object must be cl",https://polymarket.com/event/100kt-meteor-strike-in-2026
1-megaton-meteor-strike-in-2026,1 megaton meteor strike in 2026?,science,science|spacex|weather|climate-science|space,2026-12-31T00:00:00Z,224,2026-01-02T20:46:00.402646Z,1,1,64.41,106219.49,17323.66,15022.81,0.819,5,1-megaton-meteor-strike-in-2026,0x877b8ff7d1610a2d08c33cdd75b07f1bdfc8caf329cf1c7f42836693957e0cb3,"This market will resolve to ""Yes"" if a natural meteoroid (bolide) explodes in Earth's atmosphere with a total impact energy greater than or equal to 1 megaton (1000 kilotons) of TNT equivalent between January 1 and December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to “No”. The obje",https://polymarket.com/event/1-megaton-meteor-strike-in-2026
new-coronavirus-pandemic-in-2026,New Coronavirus Pandemic in 2026?,science,disease|science|pandemics|climate-science,2026-12-31T00:00:00Z,224,2026-01-06T19:45:29.211049Z,1,1,66.49,13991.25,6117.41,4186.99,0.838,0,new-coronavirus-pandemic-in-2026,0x3dec83132c57c32848641f9fdf6e87687f7a5f7f4bdd8f33368bb5fdecb96b74,"This market will resolve to ""Yes"" if the World Health Organization (WHO) declares a new COVID pandemic other than COVID-19 (SARS-CoV-2) between market creation and December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"". The resolution source will be official announcements from t",https://polymarket.com/event/new-coronavirus-pandemic-in-2026
cdc-issues-level-4-warning-by-december-31-647,CDC issues Level 4 warning by December 31?,science,pandemics|climate-science|science|disease,2026-12-31T00:00:00Z,224,2026-01-19T20:35:38.179262Z,1,1,0.00,71630.09,3185.16,3609.26,0.927,0,cdc-issues-level-4-warning-by-december-31-647,0x0ae89ed96d142cbd7a1ae13c8577056cb062311b944e28dda9938f72e189bcc4,"This market will resolve to ""Yes"" if the CDC issues a Level 4 (“Avoid All Travel”) Travel Health Notice for any disease by December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"". A Level 4 notice listed for any amount of time during this market’s timeframe will suffice for a ""Ye",https://polymarket.com/event/cdc-issues-level-4-warning-by-december-31-647
vesuvius-eruption-with-1-vei-in-2026,Vesuvius eruption with 1+ VEI in 2026?,science,weather|science|mt-vesuvius|erupt|volcano|italy,2026-12-31T00:00:00Z,224,2026-04-21T19:41:50.257919Z,1,1,0.00,431.41,127.18,234.76,0.847,3,vesuvius-eruption-with-1-vei-in-2026,0xbc2bd489999a67140c9e89633453eb9c2cba202b010cd1c6efdc6ea1da03e9ae,"This market will resolve to ""Yes"" if the Vesuvius volcano erupts with a Volcanic Explosivity Index (VEI) of 1 or greater between market creation and December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to “No”. The primary resolution source will be the Smithsonian Institution Global V",https://polymarket.com/event/vesuvius-eruption-with-1-vei-in-2026
