event_slug,title,category,tags,end_date,days_to_end,start_date,num_markets,open_markets,volume_24h,volume_total,liquidity,open_interest,competitive,comment_count,sub_market_slugs,condition_ids,description,polymarket_url
what-will-the-median-home-value-in-the-san-francisco-metro-area-be-on-may-31,What will the median home value in the San Francisco Metro area be on May 31?,economy,parcl|economy|housing|real-estate,2026-05-31T00:00:00Z,10,2026-05-04T22:26:54.741197Z,8,8,0.00,1989.50,93.61,1939.50,0.853,0,will-the-median-home-value-in-the-san-francisco-metro-area-be-between-1228000-and-1238000-on-may-31|will-the-median-home-value-in-the-san-francisco-metro-area-be-between-1249000-and-1259000-on-may-31|will-the-median-home-value-in-the-san-francisco-metro-area-be-less-than-1228000-on-may-31|will-the-median-home-value-in-the-san-francisco-metro-area-be-between-1238000-and-1249000-on-may-31|will-the-median-home-value-in-the-san-francisco-metro-area-be-between-1259000-and-1270000-on-may-31|will-the-median-home-value-in-the-san-francisco-metro-area-be-between-1280000-and-1301000-on-may-31|will-the-median-home-value-in-the-san-francisco-metro-area-be-between-1270000-and-1280000-on-may-31|will-the-median-home-value-in-the-san-francisco-metro-area-be-greater-than-1301000-on-may-31,0x26f935428ccd1b3e871102ba2d9b915479de78a4b80630775ce356377a84bdd2|0x52169b3794fc6bda6168802bd4994d89547c087686ffcb2ab4e7c5f42653e320|0xcff5f27d93a7a2a7438c524cc729c182ee8ca10e56e5340a4abc41c24f850058|0x33fb75cf41dc5b73a50f4d9245a3277ba482d20ae0241df9ad881e4cd3d35ff1|0xc70bd0d6cabb2c36e83b956cf37c478ccaaa10892fda65948168fdd68dfffb89|0x7b3f1b213ef70a5be29fac57955e20f418131600b8f9d5808bab1169fc6c87e4|0x361e10adb92075dbb0d547466cdcf46fa35ec0a82c921001c70d38d0bf8220c0|0xdd9731fecd05503676c54e72052d2f52d5d82c9ea0e5ce36d365d3fbf0d8ed36,"This market will resolve according to the median home value for all property types in the San Francisco Metro area on May 31, 2026. If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket. The resolution source will be official data from th",https://polymarket.com/event/what-will-the-median-home-value-in-the-san-francisco-metro-area-be-on-may-31
what-will-the-median-home-value-in-the-dc-metro-area-be-on-may-31,What will the median home value in the DC Metro area be on May 31?,economy,parcl|economy|housing|real-estate,2026-05-31T00:00:00Z,10,2026-05-04T22:26:59.349636Z,8,8,0.00,1233.94,90.76,1142.22,0.581,0,will-the-median-home-value-in-the-dc-metro-area-be-less-than-553000-on-may-31|will-the-median-home-value-in-the-dc-metro-area-be-between-559000-and-566000-on-may-31|will-the-median-home-value-in-the-dc-metro-area-be-between-572000-and-579000-on-may-31|will-the-median-home-value-in-the-dc-metro-area-be-between-585000-and-598000-on-may-31|will-the-median-home-value-in-the-dc-metro-area-be-between-553000-and-559000-on-may-31|will-the-median-home-value-in-the-dc-metro-area-be-between-566000-and-572000-on-may-31|will-the-median-home-value-in-the-dc-metro-area-be-between-579000-and-585000-on-may-31|will-the-median-home-value-in-the-dc-metro-area-be-greater-than-598000-on-may-31,0x9e1135c0f61b974edf150f0289a11d7a365cb7cd3209ccf6445efccaaddc61bf|0x4e556bb3a769f039695913d8e639c6dd51ed298101432fda9d5fd0e864b96e43|0x5574fdb42375a23e54fbf00ce4a67741b6d85536b0c7635e33d402a8d6a6fd1c|0x9c9d3ad23a4762d7c0ba9e6200da9b66ceeb7018080895c99c9128c93ee88c39|0xc618d6fe8bd16be7a47adbc3d4d7fc9c711b2659a0bac0b04d9af428a248b686|0x107e4217549115c8024b97a76e6c68bcd3d2a1c776abd54a57a2906c324fbaf5|0xebddfee12145b5b7dd75bcfb84f2661a5c418f75cb7f8b10a3f3ab0406932493|0xae9814411fdd971a6756c9353415662edbb92c3edb90d73ef0d282ad8ffee8a2,"This market will resolve according to the median home value for all property types in the Washington, D.C. Metro area on May 31, 2026. If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket. The resolution source will be official data from",https://polymarket.com/event/what-will-the-median-home-value-in-the-dc-metro-area-be-on-may-31
what-will-the-median-home-value-in-chicago-be-on-may-31,What will the median home value in Chicago be on May 31?,economy,economy|parcl|housing|real-estate,2026-05-31T00:00:00Z,10,2026-05-04T22:30:19.029603Z,8,8,16.06,484.93,448.85,315.26,0.877,0,will-the-median-home-value-in-chicago-be-less-than-344000-on-may-31|will-the-median-home-value-in-chicago-be-between-345000-and-347000-on-may-31|will-the-median-home-value-in-chicago-be-between-348000-and-349000-on-may-31|will-the-median-home-value-in-chicago-be-between-351000-and-353000-on-may-31|will-the-median-home-value-in-chicago-be-between-344000-and-345000-on-may-31|will-the-median-home-value-in-chicago-be-between-347000-and-348000-on-may-31|will-the-median-home-value-in-chicago-be-between-349000-and-351000-on-may-31|will-the-median-home-value-in-chicago-be-greater-than-353000-on-may-31,0x9ee01b2e87dea7d0c9c742463d2bcd0726c43988de99e0b83f4bf6a67a3e0765|0xc96cd38fd60ac9254a41dbfbd6109935222cae16922328980550fcbc99a8faf4|0x29793a6c073a6e1d7b8076a481874902c2057e0b7c9190898bcbf4066c676e60|0xd9770b60add89cf2c8986f790676aa3dc68158cb1710eda0020d1169605a0467|0x200ab3cc372193fa8f3532c6c6aa590bc4edbc60d20039c1884cbe3d6e04aed4|0x2a087e4dfd73dd85807fc12480c7a9b0730aa3ebf6498f86ac6b713c572e12af|0xe7ab38549ac21059cff2c3c810bf6ca0a82042c4b61d7774caf9d404dc9205f2|0xd8ee649d9263d9f3b146a6c50273d5e4b3fdc529beb694f487516e18e16b2113,"This market will resolve according to the median home value for all property types in Chicago on May 31, 2026. If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket. The resolution source will be official data from the Parcl Labs Sales Pr",https://polymarket.com/event/what-will-the-median-home-value-in-chicago-be-on-may-31
may-unemployment-rate-168,May Unemployment Rate,economy,economy|macro-indicators|jobs|unemployment,2026-06-05T00:00:00Z,15,2026-05-08T16:51:26.62972Z,9,9,249.60,1041.23,27223.55,709.59,0.975,0,will-the-may-2026-unemployment-rate-be-4pt0|will-the-may-2026-unemployment-rate-be-4pt1|will-the-may-2026-unemployment-rate-be-4pt2|will-the-may-2026-unemployment-rate-be-3pt9|will-the-may-2026-unemployment-rate-be-4pt6|will-the-may-2026-unemployment-rate-be-4pt3|will-the-may-2026-unemployment-rate-be-4pt4|will-the-may-2026-unemployment-rate-be-4pt7|will-the-may-2026-unemployment-rate-be-4pt5,0xb7d7b176d9e929a4a7bfb047cfa77bbf6dd6ab0e8637209a53230dff829630ac|0x842e07723da0d7e62968a927cf5018ae0313cab29292ff0d0d9a4aeb3dc98995|0x5dd8b182003440f3b36b2219907057271d154a7a1303550fa9cc98202715cf88|0xd232fc47c9f6de8d313e701a8cd35b6e5887917f20389d92c88d387fdb29dcf9|0x718464c8223d9ec682cf01f90e21ac774cb53e4c055e04b2223a04ee7d5a5128|0xd55867cc20f58b22c25dc80b53bdb3acf0f45895d1a05cdc8f6e27844f6d81f4|0xd19771d820c0874d9e2a1c427c96fb6b4aa6b5742bb528b5518fe60dd86b503e|0xfeb36a1484d0a2f9ed1a9ab69fb4d8119299f7d5af47c4c331269ab9af4c80cc|0x79cda13f05442370aa8e3403c230cd5157c3cdd07e3b446d8d828a4dfd650736,"This market will resolve according to the seasonally adjusted unemployment rate (total unemployed, as a percent of the civilian labor force, official unemployment rate denoted as U-3) reported by the Bureau of Labor Statistics in the Employment Situation Report for May 2026. The resolution source fo",https://polymarket.com/event/may-unemployment-rate-168
how-many-jobs-added-in-may-945,How many jobs added in May?,economy,macro-indicators|nonfarm-payroll|economy|nfp,2026-06-05T00:00:00Z,15,2026-05-08T17:00:54.714427Z,6,6,1.65,425.46,13838.82,159.57,0.902,0,will-the-us-add-at-least-200k-jobs-in-may|will-the-us-add-between-100k-and-150k-jobs-in-may|will-the-us-add-between-0-and-50k-jobs-in-may|will-the-us-add-between-150k-and-200k-jobs-in-may|will-the-us-lose-jobs-in-may|will-the-us-add-between-50k-and-100k-jobs-in-may,0x5e1c7633cc32c3ed572e97c35da2aad55c60c55eb7f321c16bffa96b12b4d9aa|0x5ab29b036f27ec7a9c5d07c8e37bcac81baa15a7c8ad3ff03c60ce63a4e319a3|0x8c7c82c8768a5854e34227bb0352d8445c405c682559cb958c1b22fe2675fb9e|0x43d3318edbc2c6bd4a23aeec4630740c74133d8fd7a19f59ec5e219cd12a31e1|0xd45b76f8999521d030751dd90e418fb2209cb7fe16ef12096de1d4af42931f8b|0x4008ffaaf58ed4302a9695400f2b4cb089fcbfcac261b0e14bd570116a44fee6,"This market will resolve according to the change in the total nonfarm payroll employment reported by the BLS ""Employment Situation Summary"" for May 2026, scheduled to be released on June 5, 2026, at 8:30 AM ET. If the reported value falls exactly between two brackets, then this market will resolve t",https://polymarket.com/event/how-many-jobs-added-in-may-945
bank-of-canada-decision-in-june,Bank of Canada decision in June?,economy,world|global-rates|canada|economy|rate,2026-06-10T00:00:00Z,20,2026-03-24T23:43:56.82297Z,4,4,544.55,29791.37,44305.91,7858.89,0.819,0,will-the-bank-of-canada-announce-a-50-bps-decrease-at-the-june-meeting|will-the-bank-of-canada-announce-a-25-bps-decrease-at-the-june-meeting|will-the-bank-of-canada-announce-no-change-at-the-june-meeting|will-the-bank-of-canada-announce-an-increase-at-the-june-meeting,0x8c2beab0e154c578ef23dfba88d8648dba30d292cb96988ad4e33bacad4b2e15|0xfb58cedd4b17f09429e0ad84f4824244ff9e6678481d02d740a2fd77c3b1db16|0xaa5aa8844cdcb27f9224d55472a4017788d54e36080250c7b6c63d537fb3d6de|0x146cdf818590e91110ab0ec950b367020625c792ce1953f12bb5e7c439643797,"This market will resolve to the amount of basis points the target for the overnight rate is changed by versus the level it was prior to the Bank of Canada's June 2026 meeting. If the target for the overnight rate is changed to a level not expressed in the displayed options, the change will be rounde",https://polymarket.com/event/bank-of-canada-decision-in-june
may-inflation-us-monthly,May Inflation US - Monthly,economy,economy|inflation|cpi|rewards-20-4-5-50|macro-indicators,2026-06-10T08:00:00Z,21,2026-05-12T19:11:07.057351Z,9,9,7953.18,12923.80,44684.97,5260.06,0.991,0,will-monthly-inflation-increase-by-0pt1-or-less-in-may|will-monthly-inflation-increase-by-0pt3-in-may-811|will-monthly-inflation-increase-by-0pt6-in-may|will-monthly-inflation-increase-by-0pt8-in-may|will-monthly-inflation-increase-by-0pt2-in-may-419|will-monthly-inflation-increase-by-0pt7-in-may|will-monthly-inflation-increase-by-0pt4-in-may|will-monthly-inflation-increase-by-0pt9-or-more-in-may|will-monthly-inflation-increase-by-0pt5-in-may,0x1238975c24547156c288a645a7d9e4bd3bc46bbb3790f0bbc6332c31c30250f0|0xc642575bea233d94818da50c43b93578b99b3976e05d9db528d5f99205d73a50|0x5df2b1eee1b40c0ff3ae1c0c3bac9697f718ded26c3eff9ddb0084f613a71a34|0x3d5e7bf9b70ad47937c85bc4728be4ed421bf80ce714f0e17d0d9026f00c0e84|0x47084ccf0484680371b0055a122446081b1a81d6ddfecf2ca4b46d218a9fc92c|0x1c978df1ef2ffa70155e81e94fe5c9e74774f4c046fdf8b9b8a7983b981f545e|0xe2d112ac92d94c29edfc66bd39be876d298966eae73e815a377fc2decf8291a7|0x339cbfc3622d775e4904a15b60356be545dd232e41eed5dcf517038856b0dcef|0x6ad572256da9fbebdf401cdd368618424644077700b5e1d1461236112d18bffa,This is a market about the one-month percent change in the seasonally adjusted Consumer Price Index for All Urban Consumers (CPI-U) published by the Bureau of Labor Statistics (BLS). This market will resolve to the one-month percent change in the seasonally adjusted Consumer Price Index for All Urba,https://polymarket.com/event/may-inflation-us-monthly
may-inflation-us-annual,May Inflation US - Annual,economy,cpi|inflation|economy|rewards-20-4-5-50|macro-indicators,2026-06-10T08:00:00Z,21,2026-05-12T19:50:56.071491Z,12,12,38429.64,149675.34,125699.71,36171.81,0.987,0,will-annual-inflation-be-3pt3-or-less-in-may|will-annual-inflation-be-3pt4-in-may-715-782|will-annual-inflation-be-3pt6-in-may-986-389|will-annual-inflation-be-3pt8-in-may-315-277|will-annual-inflation-be-4pt4-or-more-in-may|will-annual-inflation-be-3pt5-in-may-178-525|will-annual-inflation-be-3pt7-in-may-842-613|will-annual-inflation-be-3pt9-in-may-733-934|will-annual-inflation-be-4pt0-in-may|will-annual-inflation-be-4pt1-in-may|will-annual-inflation-be-4pt2-in-may|will-annual-inflation-be-4pt3-in-may,0xa4478fcbfa9da68bcc7210e80a8156581bf2a499e1a9e4547f3d94a55deaaf18|0xe296ac5add962fd47fa1e6c0b72b0916cbe933ae7ef9436d0758fa844bc67ff1|0x57da6dcdfbaf9126887b91226a51c52369daf6ad132a6ad76d19f6b2b4f11b51|0x8ab95ea735a3478e81d15fbfae6f2e31219fef9925981cb957350b40ee5e3eb7|0x016a4bca735c197c1d5171a427ab46da9c58f29d292bb4b706c5ff5b189e04f2|0x5a3e61b44034cbce9de2de8427af285e13202d106e1608c43ffffa06e99cba7b|0xc85dcba61eb4a32c5047c58e9ea691de274106a937b47d5e7849b3860a561e91|0x267b9ea3c26cb96aa952961ca8a555604811f275bf1d48f12320bd5820e8b892|0x015bff0e99821b8969a706f0ea310c5f39f66cb86c5ea92c9e562407c63695f2|0xdc90996b9dcd8a412afc38bc8a3e73f364a4099ccee581cdbf14b9eb34ddf287|0x1f916787432121b23c3fd09ad2b309a34888bf1c98f304f0d1cc40c95d052ca0|0x809b695481bca7c2eddb11ad9ed9b3ca8341ee9f33d1e86fe1344ed509dea3f3,"This is a market about inflation over the 12-month period ending May 2026, before seasonal adjustment, as reported by the Bureau of Labor Statistics. This market will resolve to the percentage change in the Consumer Price Index (CPI) over the 12-month period ending in May 2026 according to the month",https://polymarket.com/event/may-inflation-us-annual
price-of-dozen-eggs-in-may-835,Price of Dozen Eggs in May?,economy,economy|inflation|cpi|macro-indicators|rewards-20-4-5-50,2026-06-10T08:00:00Z,21,2026-05-12T19:14:53.83456Z,10,10,9315.05,11921.77,53757.49,3332.53,0.998,0,will-a-dozen-eggs-cost-between-1pt752pt00-in-may|will-a-dozen-eggs-cost-between-2pt753pt00-in-may|will-a-dozen-eggs-cost-1pt50-in-may|will-a-dozen-eggs-cost-between-2pt252pt50-in-may|will-a-dozen-eggs-cost-between-3pt253pt50-in-may|will-a-dozen-eggs-cost-between-1pt501pt75-in-may|will-a-dozen-eggs-cost-between-2pt502pt75-in-may|will-a-dozen-eggs-cost-3pt50-in-may|will-a-dozen-eggs-cost-between-2pt002pt25-in-may|will-a-dozen-eggs-cost-between-3pt003pt25-in-may,0xe6c82cb0e6c632cbeaea6a174259807460257d38d7c70b3ab51ef2aa0a516652|0x167640c2a86048a1c7fe6c06458a274e78e13b9e7ed69afbc1ac26c664402ba7|0x54ad2f38f2ababac00e3f1b1c86d2e566b86a57059e7c2a88c3e9325dc1cc41d|0xa7b8ca25b7668fc824c5049ae78cd3f910b65607bc95a38086d93544fad0e1e5|0x5b9499c67349ac6ea0905c6575293b7d4617a3f29e426f4aba3f70c5d5e7b448|0x32e064449211e91a3bb46055b8413f4fc8a1cf8cd6063490c0ea5b78fd36ebd0|0x52c7d82180909e03c1dcc8db5f7c25957795a1111fdc387b3129a1e4d509e115|0xbb2bfbfa053406c2c3bfee73257f2119342dd040102f21edb1684885ca1cb3bb|0xd360aecc49ee09a80f422b66360380182ac2a1201d997f2d9aa189fdcad57b14|0x903b8a68ba73e20eab5dda57d92da968cb76f19e42b81f4310909bc394bede42,"This market will resolve to the bracket within which the price for ""Eggs, Grade A, Large (Cost per Dozen) in U.S. City Average"" lies when the May data point is published by the St. Louis Fed (https://fred.stlouisfed.org/series/APU0000708111). The St. Louis Fed bases its numbers for egg prices on the",https://polymarket.com/event/price-of-dozen-eggs-in-may-835
ecb-interest-rates-june-2026,ECB Interest Rates: June 2026,economy,interest-rates|europe|economy|global-rates|economic-policy|european-central-bank,2026-06-11T00:00:00Z,21,2026-03-19T23:33:53.809879Z,5,5,31327.50,327845.67,84719.05,65650.36,0.891,0,will-the-ecb-announce-a-25-bps-decrease-at-the-june-2026-meeting|will-the-ecb-announce-an-increase-at-the-june-2026-meeting|will-the-ecb-announce-a-50-bps-decrease-at-the-june-2026-meeting|will-the-ecb-announce-no-change-at-the-june-2026-meeting|will-the-ecb-announce-a-50-bps-increase-at-the-june-2026-meeting,0x750a2af2236366b55e59691c82e91b1bea9aa04d2c668afa308d88854fec81f1|0xc7781eb0e4ab55dcecb64bba3cdb58a03d1275cfdc87ff4bbc4c20005b283681|0x4e2fb098afc05850b0941a5d97ebb7833fb5eb26d1744d7b3c73a815037ebf83|0xf154d470878d214ef528445c15ba77263f59123939362d495d83bbb0ec7a9c43|0x747b73e330b59aab9266491ae4c8ae9f79286e4da5f46656a0f61e9d767ee49d,"This market will resolve to the amount of basis points the upper bound of the deposit facility rate is changed by versus the level it was prior to the European Central Bank's (ECB) June 2026 meeting. If the deposit facility rate is changed to a level not expressed in the displayed options, the chang",https://polymarket.com/event/ecb-interest-rates-june-2026
argentina-monthly-inflation-may,Argentina Monthly Inflation - May,economy,argentina|economy|inflation|macro-indicators,2026-06-11T00:00:00Z,21,2026-05-13T21:30:52.928605Z,8,8,120.20,47893.00,8046.77,693.01,1.000,0,will-argentinas-monthly-inflation-in-may-2026-be-less-than-or-equal-to-2pt1|will-argentinas-monthly-inflation-in-may-2026-be-between-2pt2-and-2pt4|will-argentinas-monthly-inflation-in-may-2026-be-between-2pt5-and-2pt7|will-argentinas-monthly-inflation-in-may-2026-be-between-2pt8-and-3pt0|will-argentinas-monthly-inflation-in-may-2026-be-between-3pt1-and-3pt3|will-argentinas-monthly-inflation-in-may-2026-be-between-3pt4-and-3pt6|will-argentinas-monthly-inflation-in-may-2026-be-between-3pt7-and-3pt9|will-argentinas-monthly-inflation-in-may-2026-be-4pt0-or-higher,0x649820d554c9e8d579ba4034b3eda10ad8d7e63250a82221bab92ea2cf43a9e6|0x182a54d7760117c78a35b7c30dd290581edfeba9d95bd967489621e898ac9e27|0x9b4c0ad5e92c1574fc7f633dec261f664ffed00fbcea3e2e00153d7b5d17c009|0x31e602f87f028557c92a6fa5422f117eba525c5e27e50ca0fb1774aa4c44e90e|0xbf7dfa444bce9641a11fa99f653510fafe9acfbafc5fb178eaf43f2676d18dbc|0xb79eedd256f40a233a7c31524c5be66d7d220498f98c702cc17ffa05de02e4ab|0x29e7286bbcc8d299eb23582760e6b178450ede126d1b195129ac20b4b5aeb439|0xe4fa8cc01c9c64731d68cf6e91e3779063009c5c42eaca7ddbb5217ddb709510,"This is a market about the monthly variation of consumer prices in Argentina, before seasonal adjustment, as reported by the National Institute of Statistics and Census (INDEC) of Argentina. This market will resolve according to the monthly percentage change in the Consumer Price Index (CPI / IPC) i",https://polymarket.com/event/argentina-monthly-inflation-may
bank-of-japan-decision-in-june,Bank of Japan Decision in June?,economy,japan|interest-rates|global-rates|economy|economic-policy|world,2026-06-16T00:00:00Z,26,2026-03-19T23:17:51.829904Z,4,4,4259.85,132973.60,22168.15,21949.92,0.909,0,bank-of-japan-increases-interest-rates-by-50-bps-after-the-june-2026-meeting|bank-of-japan-decreases-interest-rates-after-the-june-2026-meeting|no-change-in-bank-of-japans-interest-rates-after-the-june-2026-meeting|bank-of-japan-increases-interest-rates-by-25-bps-after-the-june-2026-meeting,0xd175952df3f4312096d408a699c922af54d31b17b8d22afb35e8f09016053de9|0xba7ce27f7204f5813d992cd3d71c72cc8138268041b2a80d52109f0a13b77a4f|0xe2fc1b6f5e644f939e090c42c309a498db86fb3bc20c02f05021ab42f1567de7|0xb3237c597bd198f2e5af2d9c2597c71cdda3ab88649a410a917798b3eec8cff4,"The Statement on Monetary Policy for the Bank of Japan's Monetary Policy meeting for June is scheduled to be released on June 16, 2026 (https://www.boj.or.jp/en/mopo/mpmsche_minu/index.htm). This market will resolve to the amount of basis points the upper bound of the short-term policy interest rate",https://polymarket.com/event/bank-of-japan-decision-in-june
reserve-bank-of-australia-decision-in-june,Reserve Bank of Australia Decision in June?,economy,rba|world|australia|economic-policy|economy|global-rates,2026-06-16T00:00:00Z,26,2026-03-19T23:36:19.046975Z,3,3,1976.42,28072.14,15847.36,3474.23,0.904,0,will-the-reserve-bank-of-australia-decrease-the-target-for-the-cash-rate-after-the-june-meeting|will-the-reserve-bank-of-australia-increase-the-target-for-the-cash-rate-after-the-june-meeting|will-the-reserve-bank-of-australia-make-no-change-to-the-target-for-the-cash-rate-after-the-june-meeting,0xb803406ccafae5640ca20d7dd14d594343899dfb011b267897ee211c517e4aee|0xd4719b9909ddfd1c2b1bac37d800e4cedbca38fcc36272030f70176cb4b23c1e|0x8644f95a4ddf30f4428f7250e2a9ea3a9d3b2b52942e2116c61bc8c5bca2555a,"This market will resolve according to the change in the target for the cash rate resulting from the Reserve Bank of Australia Monetary Policy Board’s June meeting, relative to the level it was prior to this meeting. The resolution source for this market is information released by the Reserve Bank of",https://polymarket.com/event/reserve-bank-of-australia-decision-in-june
bank-of-brazil-decision-in-june,Bank of Brazil Decision in June?,economy,global-rates|brazil|world|economy|economic-policy,2026-06-16T00:00:00Z,26,2026-03-24T23:39:56.705682Z,3,3,1798.16,149823.42,45841.70,33884.47,0.926,0,will-the-bank-of-brazil-increase-the-selic-rate-after-june-2026-meeting|no-change-in-the-selic-rate-after-bank-of-brazils-june-2026-meeting|will-the-bank-of-brazil-decrease-the-selic-rate-after-june-2026-meeting,0x1b9241de79ca65e8ce76396b3845854363e5ae949f9eba70986f923fb4ecc9ce|0x0111a2756734a64f9d70fd6b8f8ed3bb583b19935a2fccc62b0c98b3f1557eac|0xa68cd3b1f9fa774651b49a0679fe8d68e8dbf7d1b30d8bf4e9525704d0e72718,This market will resolve according to the change in the target for the Selic rate as a result of the monetary policy decision of the Bank of Brazil's June 2026 meeting versus the level it was prior to this meeting. The resolution source for this market is information released by the Bank of Brazil a,https://polymarket.com/event/bank-of-brazil-decision-in-june
fed-decisions-mar-jun,Fed decisions (Mar-Jun),economy,fed|parlays|economy|fed-rates|economic-policy|jerome-powell|fomc,2026-06-17T00:00:00Z,27,2026-01-29T22:23:38.052802Z,9,3,4518.44,1118585.57,66102.18,50350.72,0.814,0,will-the-fed-cutpausepause-in-the-next-three-decisions-maraprjun|will-the-fed-cutcutpause-in-the-next-three-decisions-maraprjun|will-the-fed-pausepausepause-in-the-next-three-decisions-maraprjun|will-the-fed-pausecutpause-in-the-next-three-decisions-maraprjun|will-the-fed-decide-differently-in-the-next-three-decisions-maraprjun|will-the-fed-cutpausecut-in-the-next-three-decisions-maraprjun|will-the-fed-cutcutcut-in-the-next-three-decisions-maraprjun|will-the-fed-pausepausecut-in-the-next-three-decisions-maraprjun|will-the-fed-pausecutcut-in-the-next-three-decisions-maraprjun,0x83111e684e0351507e8725b998560b5aed24f6047ed2d4a7318eef79b0ebfdbf|0x7e0f54ae66168a233ac177be4e51d83a1a981e1bd1d42476b21d657c870bcf4b|0x221e0b7d9646f5a4262509e8c4c856299c422e21571018dcb3d5bd288d70afd0|0x028441ca49d358b80fcef82cc07e3924d5f6d5c03fde55e5a138d3d5f9be35b8|0x982460624c93de97715ff5323897965b42c7e20ea01daeaad98e6833241d0612|0x6b726e1630fc7bbc5afe8c14fc5d6cc6892ae66d066281ed343a22739e9e533c|0x168e73c685fc1f957f63d6d571fc627c49458526816cf66d88a1b4eea7b25222|0x92410744b32432595f784c83740ecef014ff508e8c56c8152405c6d64880ac00|0x22ed0a1f029b7ca62fee0d6b759b502d20967348b627984478679d4ee7f0f1e3,The FED interest rates are defined in this market by the upper bound of the target federal funds rate. The decisions on the target federal funds rate are made by the Federal Open Market Committee (FOMC) meetings. This market will resolve according to the decisions made by the next three Federal Open,https://polymarket.com/event/fed-decisions-mar-jun
bank-of-england-decision-in-june-221,Bank of England decision in June?,economy,economy|global-rates|economic-policy|england|uk,2026-06-18T00:00:00Z,28,2026-03-24T23:37:40.226981Z,5,5,27639.48,207576.15,48609.30,31344.11,0.827,0,no-change-in-bank-of-englands-interest-rates-after-june-2026-meeting|bank-of-england-decreases-interest-rates-by-25-bps-after-june-2026-meeting|bank-of-england-increases-interest-rates-after-june-2026-meeting|bank-of-england-decreases-interest-rates-by-50-bps-after-june-2026-meeting|bank-of-england-increases-interest-rates-by-50-bps-after-june-2026-meeting,0x817d4b78894e48d96d85a6e016bd12958d3d2a11915f10988f66b45de2751ac0|0x077bef5e0626b2da84f4075558ef75436218c705fefe9c419e68c27b46dc5b23|0x5d67e894a960a0485f73815e468702674b3c8de4ed5edae0ed94dbc10473eb74|0x4057e6709481119273eb7189872001e8a22094db5ed39da02546438d1b699f4e|0x268e100a44b2e89149a1f9a335e397b551fbbfd68b2ec13f032f5288a364f554,"The summary for the Bank of England's Monetary Policy Committee meeting for June 2026 is scheduled to be released on June 18, 2026. This market will resolve to the amount of basis points the upper bound of the Bank Rate is changed by versus the level it was prior to the Bank of England's June 2026 m",https://polymarket.com/event/bank-of-england-decision-in-june-221
bank-of-russia-decision-in-june,Bank of Russia decision in June?,economy,economy|global-rates|bor|economic-policy|world|russia,2026-06-19T00:00:00Z,29,2026-03-20T00:10:34.487611Z,3,3,331.62,52064.23,13322.66,17589.18,0.885,0,will-the-bank-of-russia-decrease-the-key-rate-after-the-june-meeting|will-the-bank-of-russia-increase-the-key-rate-after-the-june-meeting|will-the-bank-of-russia-make-no-change-to-the-key-rate-after-the-june-meeting,0x1daa856d50fe01a0bf8f8bb168705fc6ae929faa0f00252fb7ad3461c8db7a3d|0x6e2513e599fcd025b9af1c1591e1ab4f4c8a9599a5b59a6a149dce4668629d74|0xe2da9a8cdf0abbe6b6b89cef2fc14ae7686419c33606d696bd15d8ccf302a818,"This market will resolve according to the change in the key rate resulting from the Bank of Russia’s June meeting, relative to the level it was prior to this meeting. The resolution source for this market is information released by the Bank of Russia after its June 19, 2026 meeting as listed on the ",https://polymarket.com/event/bank-of-russia-decision-in-june
bank-of-mexico-decision-in-june,Bank of Mexico Decision in June,economy,global-rates|economic-policy|mexico|banxico|economy,2026-06-25T00:00:00Z,35,2026-03-27T20:46:32.101706Z,3,3,353.50,11458.17,4125.91,5548.05,0.832,0,will-the-bank-of-mexico-announce-no-change-at-the-june-meeting|will-the-bank-of-mexico-announce-a-decrease-at-the-june-meeting|will-the-bank-of-mexico-announce-an-increase-at-the-june-meeting,0x7fc2ef7c733fb853dc3247e6ac9f8740265ed5c41423400dfadd4b4601e9cdce|0x2f1db759c6a4f4b67b73374755ecb50ca71a8b549a216881b0bd4581f8c6b403|0xb6233af1a33b9803a8cc50d587ad4a281d18afeb5ca897e95a03c069532d2615,This market will resolve according to the change in the target for the overnight interbank interest rate as a result of the monetary policy decision of the Bank of Mexico's June 2026 meeting versus the level it was prior to this meeting. The resolution source for this market is information released ,https://polymarket.com/event/bank-of-mexico-decision-in-june
central-bank-of-colombia-decision-in-june,Central Bank of Colombia Decision in June?,economy,economy|economic-policy|world|global-rates|colombia,2026-06-30T00:00:00Z,40,2026-04-02T19:54:23.78998Z,3,3,0.00,4016.50,6837.74,1486.69,1.000,0,will-the-central-bank-of-colombia-announce-a-decrease-at-the-june-meeting|will-the-central-bank-of-colombia-announce-no-change-at-the-june-meeting|will-the-central-bank-of-colombia-announce-an-increase-at-the-june-meeting,0xfd60b975dc670704eb83ea1e8a2b06726e9cb88d57bcb1524fa7d472ad7698b6|0xdb57f9b9232a158cb5837b0d33ff54d61cdb8cce1ab4c9cd2a2bf57b284d5d22|0xde7971d294b406b3184545a9295b01ba25d45e0358108710986c0b5b1393c478,This market will resolve according to the change in the target for the monetary policy rate as a result of the Central Bank of Colombia's June 2026 meeting versus the level it was prior to this meeting. The resolution source for this market is information released by the Central Bank of Colombia aft,https://polymarket.com/event/central-bank-of-colombia-decision-in-june
